sku_id,product_name,category,base_cost,current_msrp,inventory_level,elasticity_factor,ideal_velocity
ELEC-1278,Computers Device 278,Computers,616.96,1131.78,348,2.095627297717269,0.031270167556451796
ELEC-1279,Audio Device 279,Audio,282.85,475.68,208,1.7604174966582884,0.031412591126983934
ELEC-1280,Smart Home Device 280,Smart Home,375.49,568.36,300,0.9750882617486549,0.02219587771305331
ELEC-1281,Peripherals Device 281,Peripherals,159.7,260.59,459,1.7851519378943792,0.03139357340537689
ELEC-1282,Computers Device 282,Computers,762.64,1077.47,421,2.1943347227451486,0.030237434828784694
ELEC-1283,Cameras Device 283,Cameras,144.72,241.23,472,1.5532475945379192,0.03823715278380334
ELEC-1284,Computers Device 284,Computers,580.93,870.17,30,1.5424682649706687,0.020226886249344263
ELEC-1285,Smart Home Device 285,Smart Home,721.48,1147.19,212,0.9869645931525985,0.02591462379718632
ELEC-1286,Smart Home Device 286,Smart Home,300.75,513.88,390,0.702841656898433,0.03569254173745354
ELEC-1287,Peripherals Device 287,Peripherals,745.8,1160.2,145,1.5645204266780803,0.038310013499327555
ELEC-1288,Computers Device 288,Computers,337.93,493.69,99,2.4534504773251578,0.02543448048604041
ELEC-1289,Cameras Device 289,Cameras,169.71,262.65,80,1.5503267673341203,0.04380221774443512
ELEC-1290,Smart Home Device 290,Smart Home,227.55,328.48,461,2.4258537504751594,0.04447245930512843
ELEC-1291,Cameras Device 291,Cameras,63.43,88.88,388,1.7663027511880447,0.03913955617379893
ELEC-1292,Smart Home Device 292,Smart Home,710.84,1224.99,18,0.956159543897865,0.025243203284821315
ELEC-1293,Audio Device 293,Audio,676.69,1135.71,217,2.3000462467960223,0.02766934993427817
ELEC-1294,Cameras Device 294,Cameras,241.6,419.35,69,2.1452286370273566,0.04428589927305325
ELEC-1295,Peripherals Device 295,Peripherals,510.37,753.56,251,1.4035353574744582,0.027057067544059545
ELEC-1296,Cameras Device 296,Cameras,694.35,1034.05,474,0.9334796001815513,0.02936815358146388
ELEC-1297,Peripherals Device 297,Peripherals,497.46,760.34,147,1.59339482542814,0.03896046458061256
ELEC-1298,Audio Device 298,Audio,412.51,700.66,300,2.4755710404297746,0.040275237352621285
ELEC-1299,Computers Device 299,Computers,359.71,506.44,250,1.9351955313163525,0.030232700734226618
